6131	Autogewerbe	02 Schneiden & Trennen	Blechscheren	2	KRAFTWERK Figuren-Blechschere links M3	130-110	Figuren- und Durchlaufschere links für präzise Blecharbeiten.
6132	Autogewerbe	02 Schneiden & Trennen	Blechscheren	2	KRAFTWERK Figuren-Blechschere rechts M1	130-112	Figuren- und Durchlaufschere rechts für präzise Blecharbeiten.
6133	Autogewerbe	02 Schneiden & Trennen	Blechscheren	2	KRAFTWERK Figuren-Blechschere gerade M2	130-114	Figuren- und Durchlaufschere gerade für präzise Blecharbeiten.
6836	Autogewerbe	04 Schleifen, Kanten & Polieren	Lack-Polierer	2	FLEX Polierer XFE 15 150 18.0-EC	050-354	Akku-Exzenterpolierer für hologrammfreies Finish auf temperaturempfindlichen Lacken.
7301	Autogewerbe	04 Schleifen, Kanten & Polieren	Polierer / Exzenterpolierer	2	FLEX PXE 80 12-EC C Polierer	050-546	Polierer mit rotativem und exzentrischem Antrieb, 3/12 mm Hub.
7685	Autogewerbe	04 Schleifen, Kanten & Polieren	Poliermaschinen	3	FLEX PXE 80 12-EC/2.5 Set Polierer	050-547	Kombi-Polierer für rotative und exzentrische Arbeiten in einem Gerät.
7887	Autogewerbe	04 Schleifen, Kanten & Polieren	Poliermaschinen	3	FLEX PE 150 18-EC C Akku Polierer	050-656	Akku-Polierer mit konstanter Leistung wie ein Kabelgerät.
7337	Autogewerbe	04 Schleifen, Kanten & Polieren	Polierzubehör (Spotrepair)	3	FLEX Flexible Welle FS 140 Set	050-592	Flexible Welle für Spotrepair an Ecken und engen Stellen.
7570	Autogewerbe	04 Schleifen, Kanten & Polieren	Politur & Polierpads	4	FLEX Mikrofaser-Polierpad ø160 für Auto-Lack grob	050-434-434	Mikrofaser-Polierpad für hohen Materialabtrag ohne Interface.
7573	Autogewerbe	04 Schleifen, Kanten & Polieren	Politur & Polierpads	4	FLEX PC-M 250 Politur	050-532-415	Politur gegen tiefe Kratzer, geeignet für alle Lackarten.
7574	Autogewerbe	04 Schleifen, Kanten & Polieren	Politur & Polierpads	4	FLEX Polierfell Premium ø160	050-376-523	Naturwoll-Polierfell für 30% schnellere Politurergebnisse.
7575	Autogewerbe	04 Schleifen, Kanten & Polieren	Politur & Polierpads	4	FLEX Polierschwamm Ø150/160mm PP-M 150	050-532-402	Violetter Polierschwamm für Farbauffrischung in einem Schritt.
3284	Autogewerbe	04 Schleifen, Kanten & Polieren	Polituren	3	AKEMI 1S Super Fine Polish 1KG	021-100	Feinschleifende Politur gegen Kratzer und Hologramme.
6954	Autogewerbe	07 Reinigen, Schützen & Reparieren	Akku-Gebläse	2	FLEX BW 18.0 EC Gebläse	050-388	Akku-Gebläse zur Fahrzeugtrocknung, auch als Laubbläser nutzbar.
6346	Autogewerbe	07 Reinigen, Schützen & Reparieren	Autopflege-Reiniger	3	Innotec Schaum Glas Reiniger Plus 500ml	021-035	NSF-registrierter Schaumglasreiniger, schlierenfrei.
7262	Autogewerbe	07 Reinigen, Schützen & Reparieren	Fahrzeugtrocknung / Detailing	2	FLEX BW 18-EC / Detailing Set zur Fahrzeugtrocknung 18V	050-470	Akku-Gebläse-Set für rückstandsfreie Fahrzeugtrocknung.
6914	Autogewerbe	07 Reinigen, Schützen & Reparieren	Karosserie-Spachtel	3	AKEMI Poly-Faser Spachtel 1000g	021-160	Glasfaser-Spachtel für durchgerostete Karosserieteile, ohne Gewebe.
6915	Autogewerbe	07 Reinigen, Schützen & Reparieren	Karosserie-Spachtel	3	AKEMI Kunststoff - Spachtel 1000g	021-166	Cremiger Spachtel für Kunststoffteile, leicht schleifbar.
3318	Autogewerbe	07 Reinigen, Schützen & Reparieren	Kleb- und Dichtstoffe	3	AKEMI PR Speed 1Min 50ml Kart.	021-092	Schnellhärtender 2K-PU-Klebstoff, aushärtet in 1 Minute.
3330	Autogewerbe	07 Reinigen, Schützen & Reparieren	Kleb- und Dichtstoffe	3	AKEMI Super Glue Activator	021-052	Beschleuniger für schnelle Fixierung von Sekundenklebstoff.
3256	Autogewerbe	07 Reinigen, Schützen & Reparieren	Kunststoffreparatur	3	AKEMI Kleber für Kunsstoffteile	021-090	2K-Epoxidkleber speziell für Kunststoffteile am Fahrzeug.
3337	Autogewerbe	07 Reinigen, Schützen & Reparieren	Reiniger & Entfetter	3	AKEMI® ACRYCLEAN	021-064	Hochreiner Siliconentferner vor Kleben und Lackieren.
3338	Autogewerbe	07 Reinigen, Schützen & Reparieren	Reiniger & Entfetter	3	AKEMI afin® ACRYCLEAN Spray	021-066	Sprühbarer Siliconentferner vor Kleben und Lackieren.
